1	17439
2	17429
3	17419
4	17438
5	17545
6	17393
7	17403
8	17374
9	17547
10	17441
11	17520
12	17413
13	17437
14	17481
15	17398
16	17402
17	17401
18	17407
19	17549
20	17388
21	17417
22	17397
23	17440
24	17369
25	17427
26	17540
27	17415
28	17423
29	17375
30	17410
31	17372
32	17400
33	17555
34	17492
35	17510
36	17551
37	17512
38	17420
39	17511
40	17383
41	17477
42	17421
